"","site_number","study_block","study_sample","study_number","reference","lat","lon","country","biome","land_use","land_use_specific","land_use_intensity","LUI","richness","amazon"
"290","704_2","704_2","704_2",704,"Duque2019",-0.406944444,-76.62055556,"Ecuador","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Forest ecotone","light","primary vegetation-substantial",1,1
"291","704_3","704_3","704_1",704,"Duque2019",-0.406944444,-76.62055556,"Ecuador","Tropical & Subtropical Moist Broadleaf Forests","urban","Urban","intense","urban-substantial",1,1
"292","738_1","738_1","738_2",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primitive Atlantic forest","intense","primary vegetation-substantial",7,0
"293","738_2","738_1","738_2",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","rice paddy","intense","managed-substantial",6,0
"294","738_3","738_2","738_2",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primitive Atlantic forest","minimal","primary vegetation-minimal",6,0
"295","738_4","738_1","738_1",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","rice paddy","intense","managed-substantial",3,0
"296","738_5","738_1","738_1",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","rice paddy","intense","managed-substantial",3,0
"297","738_6","738_1","738_1",738,"Forattini1993",-24.695764,-47.902552,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primitive Atlantic forest","intense","primary vegetation-substantial",3,0
"298","767_1","767_1","767_1",767,"Vieira2020",-11.84805556,-55.64916667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","urban forest park","light","primary vegetation-substantial",3,1
"299","767_2","767_1","767_1",767,"Vieira2020",-11.84805556,-55.64916667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","forest remnants, deforested area","intense","secondary vegetation-substantial",4,1
"300","767_3","767_1","767_1",767,"Vieira2020",-11.84805556,-55.64916667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","urban centre","intense","urban-substantial",2,1
"301","798_1","798_1","798_1",798,"Correa2014",-22.77472222,-43.44758333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","agriculture","intense","managed-substantial",6,0
"302","798_1","798_1","798_2",798,"Correa2014",-22.77472222,-43.44758333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","agriculture","intense","managed-substantial",3,0
"303","798_2","798_2","798_2",798,"Correa2014",-22.77472222,-43.46425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",2,0
"304","798_3","798_3","798_1",798,"Correa2014",-22.77472222,-43.46425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",2,0
"305","798_3","798_3","798_2",798,"Correa2014",-22.77472222,-43.46425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",2,0
"306","798_4","798_4","798_1",798,"Correa2014",-22.77472222,-43.46425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"307","798_4","798_4","798_2",798,"Correa2014",-22.77472222,-43.46425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"308","819_1","819_1","819_1",819,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary rainforest","intense","secondary vegetation-substantial",9,0
"309","819_2","819_1","819_1",819,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary rainforest","intense","secondary vegetation-substantial",4,0
"310","819_3","819_2","819_1",819,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary rainforest","light","secondary vegetation-substantial",5,0
"311","819_4","819_3","819_1",819,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic rainforest","light","primary vegetation-substantial",4,0
"312","819_5","819_3","819_1",819,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic rainforest","minimal","primary vegetation-minimal",8,0
"313","822_1","822_1","822_1",822,"Tubaki2004",-20,-47.73333333,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","peridomiciliary","light","managed-substantial",4,0
"314","822_2","822_2","822_1",822,"Tubaki2004",-20,-47.66666667,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","pasture","intense","managed-substantial",3,0
"315","822_3","822_3","822_1",822,"Tubaki2004",-20,-47.43333333,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","savanna","minimal","primary vegetation-minimal",2,0
"316","822_4","822_4","822_1",822,"Tubaki2004",-20,-47.6,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","preserved forest","minimal","primary vegetation-minimal",7,0
"317","917_1","917_1","917_1",917,"Batallan2015",-31.4,-64.18333333,"Argentina","Temperate Grasslands, Savannas & Shrublands","urban","urban","intense","urban-substantial",3,0
"318","917_2","917_2","917_1",917,"Batallan2015",-31.4,-64.18333333,"Argentina","Temperate Grasslands, Savannas & Shrublands","urban","suburban","light","urban-substantial",3,0
"319","917_3","917_3","917_1",917,"Batallan2015",-31.4,-64.18333333,"Argentina","Temperate Grasslands, Savannas & Shrublands","managed","fruit and vegetable plantation","light","managed-substantial",3,0
"320","92_1","92_1","92_1",92,"Mangudo2018",-23.13333333,-64.33333333,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","urban","urban centre","intense","urban-substantial",1,0
"321","92_2","92_1","92_1",92,"Mangudo2018",-23.13333333,-64.33333333,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","urban","suburban","light","urban-substantial",2,0
"322","92_3","92_2","92_1",92,"Mangudo2018",-23.13333333,-64.33333333,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","pedemontane rainforest","minimal","primary vegetation-minimal",2,0
"323","960_1","960_1","960_1",960,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","rice irrigation","intense","managed-substantial",2,0
"324","960_2","960_2","960_1",960,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","light","primary vegetation-substantial",3,0
"325","988_1","988_1","988_1",988,"CerettiJunior2020",-23.45395,-46.63481667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",5,0
"326","988_1","988_1","988_2",988,"CerettiJunior2020",-23.45395,-46.63481667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",1,0
"327","988_2","988_1","988_1",988,"CerettiJunior2020",-23.45103333,-46.63571667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary vegetation","light","secondary vegetation-substantial",6,0
"328","988_2","988_1","988_2",988,"CerettiJunior2020",-23.45103333,-46.63571667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary vegetation","light","secondary vegetation-substantial",1,0
"329","988_3","988_1","988_1",988,"CerettiJunior2020",-23.4104,-46.62008333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary vegetation","minimal","secondary vegetation-minimal",6,0
"330","988_3","988_1","988_2",988,"CerettiJunior2020",-23.4104,-46.62008333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary vegetation","minimal","secondary vegetation-minimal",3,0
